"","CORT_1","CORT_2","CORT_3","CORT_4","MED_1","MED_2","MED_3","MED_4"
"ENSMUSG00000100273.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100275.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100276.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100283.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100284.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100285.1",1.52612377326591e-06,2.27749922335863e-07,0,0,0,0,0,0
"ENSMUSG00000100289.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100290.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100295.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100296.2",0,0,0,0,0,0,0,0
"ENSMUSG00000100299.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100300.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100304.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100305.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100307.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100308.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100309.1",0,47.6738473164363,0,3.2884028921052,0,0,0,0
"ENSMUSG00000100310.1",0,0,0,1,0,0,0,0
"ENSMUSG00000100312.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100316.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100317.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100318.2",0,0,0,0,0,0,0,0
"ENSMUSG00000100319.1",4.71203116470689,3.55816400509876,1.02072160630149,1.52964452833735,2.04181934155313,0,2.04418300127939,0
"ENSMUSG00000100322.6",0,0,0,0,0,0,0,0
"ENSMUSG00000100324.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100326.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100330.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100331.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100337.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100338.2",0,0,0,0,0,0,0,0
"ENSMUSG00000100339.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100340.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100343.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100344.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100346.2",0,0,0,0,0,0,0,0
"ENSMUSG00000100347.1",0,0,0,2.4974071363219,2.40869675649907,2.30239967954417,0,0
"ENSMUSG00000100349.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100351.1",7.8575604932781,3.17399610929203,1.02352214845689,4.09867017249677,2.05176395639468,0,2.06093565446655,3.06789286659897
"ENSMUSG00000100353.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100355.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100356.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100358.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100359.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100360.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100361.1",0,0,0,0,2.00227303901434,0,0,1.00081675620988
"ENSMUSG00000100362.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100363.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100365.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100374.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100375.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100376.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100377.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100378.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100379.6",0,0,0,0,0,0,0,0
"ENSMUSG00000100380.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100381.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100382.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100383.1",1.30686168492445,0,4.24011344330719,1.04055872061952,1.01654806033467,4.11095427328787,0,3.16546444839707
"ENSMUSG00000100384.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100385.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100386.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100389.1",0,2.11680886315164,0,0,2.0192073224096,0,0,0
"ENSMUSG00000100390.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100391.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100397.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100398.1",1.34483568242722,0,0,0,0,0,0,0
"ENSMUSG00000100403.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100404.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100405.1",0,0,0,0,0,1.07905437777072,0,0
"ENSMUSG00000100406.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100408.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100411.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100412.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100413.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100418.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100428.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100432.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100433.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100434.1",1.0017174609469,1.00076470590281,0,0,0,0,0,0
"ENSMUSG00000100436.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100438.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100439.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100441.1",1.02085027603132,0,0,0,0,0,0,0
"ENSMUSG00000100442.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100443.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100445.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100447.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100448.1",0,0,0,0,0,0,0,1
"ENSMUSG00000100449.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100450.1",7.35460416540386,1.53229031780518,2.36225208035054,7.95175174936871,8.0413410945223,2.07434670834003,6.77579862970888,1.07071260344888
"ENSMUSG00000100453.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100456.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100458.2",0,0,0,0,0,0,0,0
"ENSMUSG00000100460.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100462.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100463.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100464.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100467.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100468.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100469.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100470.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100471.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100472.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100473.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100474.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100476.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100477.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100479.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100481.1",2.84458479791766,0,0,0,0,0,1.04188614212027,0
"ENSMUSG00000100484.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100485.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100486.7",0,0,0,0,0,0,0,0
"ENSMUSG00000100488.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100489.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100490.1",28.9440661820175,30.93821175381,23.6740612585233,15.0738102335598,29.3190557608979,15.2377743655219,15.620017044181,16.2378714940112
"ENSMUSG00000100494.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100495.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100497.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100503.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100504.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100505.1",0,0,0,0,0,0,5.07597491887234,0
"ENSMUSG00000100506.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100507.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100509.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100512.1",0,1,0,2,1,0,0,0
"ENSMUSG00000100513.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100514.1",15.6072670278491,32.0026321306756,23.5482495408992,13.0453564070401,13.1210382230257,8.27570668147695,4.60132591560404,4.82846250966937
"ENSMUSG00000100515.6",0,0,0,0,0,0,0,0
"ENSMUSG00000100516.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100517.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100519.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100520.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100521.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100522.1",0,1,0,0,0,0,0,1
"ENSMUSG00000100523.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100524.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100525.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100527.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100530.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100535.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100539.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100540.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100541.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100542.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100543.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100547.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100549.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100551.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100554.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100555.1",1.18393664952141,1.22371688553961,0,2.57957324426794,1.0359877280934,0,0,0
"ENSMUSG00000100559.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100560.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100561.1",54.3166481601454,1.60028725485325,4.25901128967425,1.17645440377521,1.22914931031387,3.4729671873341,1.21589373764433,4.26038048784052
"ENSMUSG00000100563.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100564.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100566.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100567.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100568.1",0,1.05854347035073,1.00873606079995,0,1.0103526907313,0,0,0
"ENSMUSG00000100569.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100571.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100575.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100576.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100577.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100581.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100586.2",12.9001140995739,12.254775775694,17.4876241901223,9.24990068607945,21.2560692422873,18.06080398333,12.421332164432,11.4951976329754
"ENSMUSG00000100587.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100590.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100591.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100592.1",1,0,0,0,0,0,0,0
"ENSMUSG00000100595.1",7.9462220371182,0,0,3.4934035115664,2.41282371247585,1.1457518339499,0,1.14637746890443
"ENSMUSG00000100598.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100602.1",0,0,3.0991695631445,9.81753511884454,0,0,0.16030573743021,1.09331510991056
"ENSMUSG00000100604.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100608.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100610.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100611.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100613.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100615.1",1.58856792842469,1.82761921698302,0,1.10918717284076,2.77443764696021,0,1.13635001858077,0
"ENSMUSG00000100617.1",2,0,0,0,0,0,0,0
"ENSMUSG00000100619.1",5.19050641662525,14.4533844418295,1.00543244853423,1.00757842146127,2.01262342622762,4.04391232168347,0,0
"ENSMUSG00000100621.2",6.88260734828944,18.4174944518446,4.6839907819555,5.79152073700859,12.3820295723952,6.63384502188441,2.21798176273908,5.53649810803451
"ENSMUSG00000100622.1",311.230641270543,123.536973538475,35.0535979276705,25.0330480777803,64.2448886887579,30.0441796167657,26.036096257985,53.107239708903
"ENSMUSG00000100623.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100624.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100626.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100634.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100636.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100637.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100639.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100640.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100641.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100642.1",776.025508035563,394.013592436738,620.15544471093,563.479404111462,2189.42156445789,1054.35090019601,682.707709729844,1013.82976773767
"ENSMUSG00000100643.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100644.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100645.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100646.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100648.1",19.3850470810262,5.66802212465965,0,4.28078193271093,13.2981789393132,1.02114562823323,4.10113008104724,1.04682323088829
"ENSMUSG00000100649.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100652.1",3.00435607081479,4.0895074932019,0,0,0,2.11473250987718,0,2.06982505688108
"ENSMUSG00000100654.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100655.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100656.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100657.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100659.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100660.1",0,0,0,1,0,0,0,0
"ENSMUSG00000100661.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100662.1",9.05362197575582,6.08211758032153,1.00104926961097,3.0037585663764,6.00761469274698,1.00133255419857,4.00523493234633,4.00482507537343
"ENSMUSG00000100663.1",1,0,0,0,0,0,0,0
"ENSMUSG00000100665.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100667.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100669.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100673.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100675.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100676.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100677.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100678.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100679.1",0,22.6010661412596,1.56382575091587,3.25325180864112,10.3625246541755,2.97350713827769,2.00592527717596,0
"ENSMUSG00000100683.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100687.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100689.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100690.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100692.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100695.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100696.1",0,0,0,0,0,0,1.00117448516534,2.00129283301852
"ENSMUSG00000100697.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100698.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100699.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100700.1",1.0090634871618,1.0594647074307,0,0,0,0,0,0
"ENSMUSG00000100701.1",11.3264260119555,6.39659764129655,32.8316655851167,26.9136807242514,58.5660661613539,30.1100058070672,22.7819829699506,30.183908602526
"ENSMUSG00000100702.1",11.7657214611315,8.41754091187192,1.02225869128898,3.06673759699986,5.25065998714643,1.0357352581801,2.05901008578411,2.04352660246765
"ENSMUSG00000100703.6",0,0,0,0,0,0,0,0
"ENSMUSG00000100704.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100705.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100708.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100710.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100712.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100713.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100718.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100720.1",0,0,8.08612345784756,7.37495218216821,14.8970283485816,15.216082422439,7.61170827505295,31.7748831374328
"ENSMUSG00000100721.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100723.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100724.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100726.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100730.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100731.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100732.1",0,1.15236997820204,0,0,0,0,0,0
"ENSMUSG00000100734.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100736.1",10.6558799596265,1.03032038112644,0,1.01855424239367,2.5830636949638,2.12435994442734,2.02094679957197,0
"ENSMUSG00000100737.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100740.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100741.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100742.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100743.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100744.1",0,0,0,0,1,0,0,0
"ENSMUSG00000100746.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100749.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100751.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100752.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100753.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100754.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100755.1",2812.87443669879,7177.92505076505,6556.17033018744,5440.23951736807,7914.91666126374,5024.55850755207,3790.72670523243,5325.38558182816
"ENSMUSG00000100756.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100757.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100758.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100761.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100762.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100767.1",505.896290731232,26.9162138496186,34.2427287769613,30.255816083315,30.9553481302707,24.0732942632729,23.0881151657867,28.3074072587718
"ENSMUSG00000100770.1",0,0,0,0,0,0,1,1
"ENSMUSG00000100771.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100772.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100773.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100774.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100776.1",1,0,0,0,0,0,0,0
"ENSMUSG00000100785.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100788.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100792.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100794.1",1.6310386059735,14.5840852887394,1.30129952257735,1.17404072266296,2.35358283142415,2.64123060095727,3.46195029017116,3.46733212631227
"ENSMUSG00000100797.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100800.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100801.1",59835.7260276055,52638.3236112855,54513.9614991287,47188.21330839,82576.2376554146,49325.7738765932,36180.7761979064,54376.1260298268
"ENSMUSG00000100802.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100803.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100804.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100806.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100808.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100810.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100814.1",0,0,0,0,0,0,1,0
"ENSMUSG00000100818.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100819.1",0,1,0,1,0,0,0,0
"ENSMUSG00000100821.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100825.1",1,1,1,3,3,1,0,2
"ENSMUSG00000100831.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100834.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100835.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100838.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100839.1",0,1.49689816888339,2.09056040894073,2.12653169221544,1.06452910365129,0,1.05526199595442,1.08081892175485
"ENSMUSG00000100841.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100842.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100843.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100845.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100846.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100848.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100851.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100853.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100854.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100856.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100858.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100861.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100862.1",3061.21713449822,33864.6603119844,1737.21219633725,54.924539107216,653.215772624576,927.314237645645,1102.41255692307,138.486300109369
"ENSMUSG00000100863.1",779.463764504567,708.917870824468,0,8.46906931267463,0,0,0,0
"ENSMUSG00000100864.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100865.2",495.239886010479,11.1240750415507,664.596609119235,541.306164173603,969.313257084025,586.54771231734,417.884262198038,549.357006561428
"ENSMUSG00000100866.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100867.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100869.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100870.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100873.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100874.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100877.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100878.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100880.2",3,2,2,5,8,3,1,0
"ENSMUSG00000100881.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100882.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100883.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100884.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100886.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100888.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100889.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100892.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100894.1",14.4605521795645,5.00300966522226,1.00086530843486,1.00128401207814,1.00102345149984,0,1.00083298089013,0
"ENSMUSG00000100895.1",0,1.03604052533963,0,0,0,0,0,0
"ENSMUSG00000100897.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100898.6",0,0,0,0,0,0,0,0
"ENSMUSG00000100899.2",18.442213513749,20.8146645358333,44.6698212013819,25.7317704543774,65.8409420868832,28.120722754469,26.3513715706533,31.4509368775121
"ENSMUSG00000100901.1",1.04404648171974,1.01463797304225,0,0,1,0,0,0
"ENSMUSG00000100902.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100903.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100904.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100906.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100907.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100912.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100913.1",0,1.01244021645729,1.00118851740028,0,1.0034069073584,0,0,0
"ENSMUSG00000100916.3",1.08873192212697,2,0,0,1,1,0,0
"ENSMUSG00000100917.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100918.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100919.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100920.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100922.1",30.8383095198821,7.00386960050942,7.99867735757783,10.2901413349173,14.3797456832359,10.8220554118644,4.48995837918149,11.5484078952004
"ENSMUSG00000100923.2",0,0,0,0,0,0,0,0
"ENSMUSG00000100926.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100929.1",0,0,0,1,0,0,0,0
"ENSMUSG00000100933.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100935.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100937.1",20,15,20,30,35,23,8,13
"ENSMUSG00000100939.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100940.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100941.1",0,0,1,0,0,0,0,0
"ENSMUSG00000100942.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100944.1",0,5068.29024224443,0,0,0,0,0,0
"ENSMUSG00000100946.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100947.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100949.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100950.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100951.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100955.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100956.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100959.1",1.04728636971229,1.05645706882313,0,0,0,0,0,0
"ENSMUSG00000100960.1",1.06034588467043,1.10983181484942,5.28889822758262,4.18325443636613,1.34625434763919,1.19809233082467,2.26616275875759,1.30593932434529
"ENSMUSG00000100962.3",0,0,0,0,0,0,0,0
"ENSMUSG00000100963.1",0,0,0,0,4.03463261098576,2.31162695436211,0,2.61025481601345
"ENSMUSG00000100964.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100966.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100967.1",38.2638419298434,45.3301910431002,96.9010097746948,83.0697425784301,124.012099515687,62.9211350885399,55.0000340613543,89.8450232875037
"ENSMUSG00000100968.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100972.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100973.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100974.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100976.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100977.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100978.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100981.1",0,0.622250861917039,0,0,0,0,0,1.86225870370996
"ENSMUSG00000100982.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100983.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100986.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100988.6",0,0,0,0,0,0,0,0
"ENSMUSG00000100989.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100990.1",0,0,0,0,0,1,0,0
"ENSMUSG00000100991.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100993.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100994.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100995.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100996.1",0,0,0,0,0,0,0,0
"ENSMUSG00000100999.1",0,0,0,0,0,0,0,0
