"","CORT_1","CORT_2","CORT_3","CORT_4","MED_1","MED_2","MED_3","MED_4"
"ENSMUSG00000037316.9",892,725,885,692,1364,779,535,782
"ENSMUSG00000037318.10",0,1,0,2.05930170392348,5.15968627339746,1.03156773454342,1,2.03408336170669
"ENSMUSG00000037321.17",827.840357706353,722.626291690924,888.584492023554,695.043298878614,1277.79007515213,734.975477927242,488.868086952873,740.745059640613
"ENSMUSG00000037325.10",159,109,156,122,261,138,92,147
"ENSMUSG00000037326.10",1234,1002,1251,1093,2019,1108,820,1210
"ENSMUSG00000037331.15",9266.2551870479,7882.57132994361,9948.20817224685,8407.90378379653,12960.0563803215,7564.77413428923,5463.69015320057,8453.0311632767
"ENSMUSG00000037334.2",0,0,0,0,0,0,0,0
"ENSMUSG00000037335.13",0,0,0,0,0,0,0,0
"ENSMUSG00000037336.14",19.0803299685974,17.2962278598451,18.4180206428602,17.0108297266634,33.8494206091155,17.1464048110708,15.523470113122,21.1376904631882
"ENSMUSG00000037337.11",415,375,480,390,734,431,299,420
"ENSMUSG00000037339.17",1432.15641753519,1239.05592792974,1485.07400604937,1249.07823049945,2139.17275999998,1180.16045534539,957,1206
"ENSMUSG00000037341.14",16.9221621648736,13.8342437027933,25.2976155781587,20.5404220271541,47.4874780655934,19.155722894735,15.1768056084066,15.7380081226235
"ENSMUSG00000037343.8",2474,2186,2566,2080,3725,1986,1506,2198
"ENSMUSG00000037344.14",1166,961,1213.87346925502,1074,1568,903,624,937
"ENSMUSG00000037346.5",0,0,0,0,0,0,0,0
"ENSMUSG00000037347.7",1421,1328,1448,1379,2455,1459,1131,1420
"ENSMUSG00000037348.15",15.0982094963504,16.4836061070366,33.0553610184063,27.7732081535667,52.7980225851484,28.6792877068424,13.3141273301943,33.6974181920398
"ENSMUSG00000037349.9",305,252,303,233,398,250,169,243
"ENSMUSG00000037351.9",5013,4242,4985,4201,7167,4199,3123,4590
"ENSMUSG00000037353.9",281,234,325,263,456,242,199,265
"ENSMUSG00000037355.14",965.028511421353,895.014861340389,1096.23470567144,903.192602451098,1576.07327444421,858.882878686674,579.553634387182,811.82438151161
"ENSMUSG00000037358.6",1662,1534,2074,1592,1908,1118,776,1149
"ENSMUSG00000037361.8",1100,911.693783206172,1220.79851334614,940.896876862478,1544.73896537924,897,718.918732795436,1003.72400115372
"ENSMUSG00000037362.8",2475.42655037661,2262.22790001124,2886.82317272855,2295.08508578041,2698.77259975075,1742.48240383716,1157.49704018669,1674.63249828873
"ENSMUSG00000037363.9",90,87.0016543299403,107,77,115.04348100185,86.0023151268284,65,81
"ENSMUSG00000037364.12",7248,6072,7508,6577,12337,7008,4910,7368
"ENSMUSG00000037366.14",648,588,732,639,963,590,372,588
"ENSMUSG00000037369.17",2357.26863053875,2021.50401946516,2503.4378321756,1896.6396164215,2498.25379434115,1479.2054837848,932.396564827679,1459
"ENSMUSG00000037370.13",9.51356112124756,7.70745166235918,14.6107549076633,20.3857073446979,37.0881473223723,9.63268124074226,12.8547540977332,24.5973691413771
"ENSMUSG00000037373.12",10204,8607,10090,8707,14772,8782,6700,9444
"ENSMUSG00000037375.16",351.057787883474,329.981161731856,358.556731573917,318.787667502645,516.897077413249,292.947478966562,272.280609439914,314.808938158357
"ENSMUSG00000037376.14",879,752,967,790,1418,798,596,894
"ENSMUSG00000037379.7",2,5,2,2,13,4,4,7
"ENSMUSG00000037386.16",627.022883117656,515.011100481113,708.7174255438,581.037310064906,1290.04324848008,710.326227657535,521.026924268031,756.010084865055
"ENSMUSG00000037390.12",1,0,0,0,0,0,1,1
"ENSMUSG00000037393.2",0,0,0,0,2,1,0,0
"ENSMUSG00000037395.15",355.764793245417,279.197362411421,415.251210010536,304.948296627728,549.4044341208,271.611574156318,221.81392980389,345.599889746904
"ENSMUSG00000037400.17",2516.7291460292,2094.92404986335,2526.3328467675,2179.80427389436,3697.41196317781,2072.06135261356,1639.98172610566,2180.63747196298
"ENSMUSG00000037405.8",65.9101977751178,55.7235893137879,75.5763249712746,67.3554784106403,101.827933839745,51.4928030212969,33.8642593329163,47.7884613938595
"ENSMUSG00000037406.7",8,3,5,5.00687309499407,4,1,1,0
"ENSMUSG00000037408.10",408.365005355444,348.786212823362,400.167305393215,330.32138814418,755.436513905714,452.231757084287,318.212598915989,509.279909516933
"ENSMUSG00000037410.13",1208.71790541906,1115.16404687255,1316.00536160283,1042.00789594463,1033.01891858793,666.003359311736,487.003281882481,653.0020186518
"ENSMUSG00000037411.10",4441,3388,6529,3699,8082,4115,3220,5436
"ENSMUSG00000037415.6",1050.5,875.154137413843,1111.08951785539,929.055125887809,1723.0973437457,942.542707146043,671,984.050121345228
"ENSMUSG00000037416.13",1586.23586470086,1328.66846241231,1713.52039941734,1413.52919716117,2431.99749389773,1391.86716277317,1022.75345877147,1379.16967239537
"ENSMUSG00000037418.6",5.02838865039625,5.04069534344174,5.00196976376241,1.00308734675902,6.01659495623237,5.01378476523108,1.00371927169048,2
"ENSMUSG00000037419.9",5245,4336,5326,4361,5145,3081,2330,3263
"ENSMUSG00000037424.6",0,0,0,0,0,0,0,0
"ENSMUSG00000037426.17",1211.8716627914,1043.34434639758,1327.83133354446,1083.49730147756,1954.00061122772,1204.05133907873,772.77758417567,1227.11966947426
"ENSMUSG00000037428.14",17,25,29,24,30,18,23,24
"ENSMUSG00000037432.15",104.422975647358,77,92,103.01986399555,203.063304973945,111,84,157.061469943597
"ENSMUSG00000037434.7",1164.5,1039.5,1254,1076,1586,895,669,946.5
"ENSMUSG00000037437.18",3,3,5,1,10,3,2,3
"ENSMUSG00000037438.6",0,0,0,0,0,0,0,0
"ENSMUSG00000037440.8",0,0,0,1,0,0,0,0
"ENSMUSG00000037443.13",508.74978193316,347.426526554369,477.889000206029,403.679336454261,726.705533854213,418.653637498822,307.58355887918,423.511756924538
"ENSMUSG00000037446.14",38.3951683810918,7.9965433208161,38.9305266894006,41.3954679494337,39.4698956909061,17.4224053131056,16.8280440294161,34.1491203296783
"ENSMUSG00000037447.16",197.449457250024,177.188791076476,239.074166024621,176.921506389678,417.700483875069,227.2115037627,161.686746807701,245.951710848563
"ENSMUSG00000037451.8",0,0,0,0,0,0,0,0
"ENSMUSG00000037455.16",86.804832584374,70.2091440443999,74.0538726083032,68.63992751278,131.805079663689,92.4428336144743,43.98013087463,69.8062388299245
"ENSMUSG00000037458.15",8009,6827.05450826871,8616,6951,9631,5797,3998.30754974499,6063
"ENSMUSG00000037461.10",1898.92839858976,1695.01221105622,2003.67020775915,1729.36907745005,3384.54240662317,1964.8461630485,1361.21744826706,2002.34389154976
"ENSMUSG00000037463.14",1,0,0,0,0,0,0,0
"ENSMUSG00000037465.10",2015.81090527478,1906.86109275378,2182.64039788992,1735.3738526006,2774.79437747367,1636.05083748128,1197.14467326158,1678.23996929082
"ENSMUSG00000037466.13",596.268990389665,550.052875187619,804.064886331437,684.105167758737,1352.32025312228,753.138051020241,611.138542800591,794.132439945951
"ENSMUSG00000037469.9",0,0,0,0,0,0,0,0
"ENSMUSG00000037470.14",8723.58623330384,7476.96937462647,8705.58268900907,7608.65148962321,12776.0183906885,7289.53825108949,5192.4308884033,7936.28855265412
"ENSMUSG00000037474.13",1697.64742294935,1461.62858433691,1774.36153818874,1485.07240986385,3095.28661337661,1841.06997373172,1335.7131936102,1865.82627169783
"ENSMUSG00000037475.15",5254.64136054903,4288.29473117713,5305.12271431335,4630.1636811061,7403.23571855161,4016.71117021295,3044.7826407334,4418.85905972041
"ENSMUSG00000037477.8",0,0,2,1,0,0,0,1
"ENSMUSG00000037482.2",9.11178057164354,5.23556348099663,3.06999188277472,4.0931182797,1.02602544825543,3.02202807510279,3.07943586250523,3.02400986654679
"ENSMUSG00000037486.18",1654.58727146938,1403.58698073708,1831.74391980563,1432.9150214766,2501.54275547067,1457.94813277373,1030.97711475426,1438.8512617844
"ENSMUSG00000037487.7",10094,8826,10462,8798,14542,8266,6057,8824
"ENSMUSG00000037490.5",2.15890772336119,0,2.04903524127296,3.06862215765017,2.04812275120475,0,0,0
"ENSMUSG00000037492.16",0,0,0,0,0,0,0,0
"ENSMUSG00000037493.6",21.3990978442664,14.0871827447312,16.6662204706332,21.816655295887,33.895969976379,25.2435418674703,11.3706970351477,30.9624898169331
"ENSMUSG00000037499.9",568,537,626,522,685,480,347,528
"ENSMUSG00000037503.12",3595.0709776872,3100.97527102718,3965.93046546821,3503.98108099967,6511.94711089432,3751,2673.96523839229,3928.97658141063
"ENSMUSG00000037509.21",83.7696543501332,61.4971822306666,110.796591723174,57.4906001577775,128.112936951507,70.7759054421371,68.0806194740435,65.0697483053963
"ENSMUSG00000037514.17",2452.03175238279,2226.54314032995,2551.74995411378,2173.17313738867,3748.1338777222,2138.7147990415,1529.38779723963,2313.28775532332
"ENSMUSG00000037519.17",3695.20666785406,3188.99082992767,3681.04929795973,3251.7600153779,5304.53605273819,3154.73717281483,2195.100789952,3354.53693578143
"ENSMUSG00000037523.13",774,685,837,676,1272,756,502,825
"ENSMUSG00000037525.5",250.905578217717,230.724067195298,283.061406703548,224.617713156787,411.097955873839,236.99785741707,184.00990960355,258.642481733894
"ENSMUSG00000037526.7",389,348,406,316,557,348,257,355
"ENSMUSG00000037529.13",0,0,0,0,0,0,0,0
"ENSMUSG00000037531.8",533.960829030456,468.857679531445,573.609170510041,459.871042004844,741.510429335084,459.301583157639,385.720026166308,507.977101677536
"ENSMUSG00000037533.19",1354.9656070126,1463,1744,1461,2399,1382.99999989555,984,1402.02436562715
"ENSMUSG00000037536.14",931.746309860445,775.276613648143,956.172095619149,875.871999901721,1407.31534252864,779.736442485392,576.05889181591,848.748861976893
"ENSMUSG00000037537.6",0,0,0,0,1,0,0,0
"ENSMUSG00000037541.21",6.07977797607963,4.00035851473733,8.0005168332059,5.00050088668042,5.0891464076553,4.00014686514399,3.00010806885706,6.00017079896082
"ENSMUSG00000037542.13",11.168167214603,5.05076407984246,12.3239622055682,6.10860834165439,8.18413072499245,7.20314908694263,6.0911486750124,7.26284687095401
"ENSMUSG00000037544.14",1890.54678229041,1693.77598691911,2194.07913265974,1909.68212096496,3838.01445672089,2323.25550387207,1835.34657665495,2422.03608027363
"ENSMUSG00000037548.15",1.11078750910683,3.23432242902071,2.28871171331882,2.26248132854057,1.15913397989424,3.20321751402878,1.26111494137812,4.52789129228512
"ENSMUSG00000037552.17",1379,1132.35024103094,1413,1127,2288,1211,843,1285
"ENSMUSG00000037553.14",951,829,1121,943,1645,977,665,1033
"ENSMUSG00000037563.15",15739.9160602068,11855.5445742769,14412.9391266467,12141.3673664003,19600.7252677828,11857.0067898907,8339.67063870424,12751.5180725704
"ENSMUSG00000037568.12",46,70,83,59,186,121,95,101
"ENSMUSG00000037570.16",2160,1909.0764836987,2253,1866,2814,1715,1331,1867.3174603768
"ENSMUSG00000037572.17",1037.35926333875,956.308553780276,1185.49845330408,949.547837385643,2061.40761401404,1186.20381700759,884.803392254656,1212.5179427446
"ENSMUSG00000037573.5",2689,2354.71396754647,2778,2237,3081,1789,1217,1849
"ENSMUSG00000037577.13",4.4298757699877,5.02896244750414,14.4227552889365,4.70295535732828,6.0622431723581,3.01581213544823,1,7.03168715802503
"ENSMUSG00000037578.4",0,0,0,2,0,1,0,2
"ENSMUSG00000037579.7",153,117,212,158,166,81,51,68
"ENSMUSG00000037580.10",1499.31818722218,1311.69344482698,1674.929671252,1443.30401424912,1641.08512936264,914.957113646581,754.035064638224,988.001653015832
"ENSMUSG00000037583.2",0,0,0,0,0,0,0,0
"ENSMUSG00000037593.11",23.282087324854,13.0102905302823,27.0724366779705,19.1934175263122,34.6874092724008,26.2360398269123,12.6869143493734,24.3682141462451
"ENSMUSG00000037594.11",78,76,89.5,74,127.5,64.5,51.5,74.5
"ENSMUSG00000037600.16",2,1,1,0,2,2,1,0
"ENSMUSG00000037601.11",4424.03520561419,1952.24784742527,5526.68450562234,4910.97010207433,7303.22902813867,4494.35985053537,3191.35278402534,4870.81356596894
"ENSMUSG00000037603.7",1.4834871778064,0,0,1.24980600621268,1.26430897818327,0,0,1.16888847456484
"ENSMUSG00000037605.16",620.412030593286,522.085470533757,723.714915249968,571.428503211689,1025.0336935661,613.634711121638,361.749869566317,583.23170565988
"ENSMUSG00000037606.18",1949.60862492123,1659,1931.32373524151,1630,3628.0809695523,2020,1545.10658669148,2170
"ENSMUSG00000037608.16",7060.23225377302,6126.19339467452,7284.85434475354,6055.83028967486,10459.8777311006,6001.51086238018,4440.66181677171,6389.26834704503
"ENSMUSG00000037610.15",0,0,0,0,0,0,0,0
"ENSMUSG00000037613.16",4490.88495981941,3795.53400061491,4415.60649177044,3717.1970182207,6205.17015112122,3682.1335899837,2647.12735851847,3768.7622448514
"ENSMUSG00000037617.12",287.007142747021,265.017540439396,339.316132243726,287.687735253719,400.495381632182,219.003787535279,171.000187392662,219.162819174012
"ENSMUSG00000037621.8",137,145,152,129,388,213,136,241
"ENSMUSG00000037622.14",875,841,1052,806,1743,1031,733,1074
"ENSMUSG00000037624.15",133,124,148,100,343,223,171,224
"ENSMUSG00000037625.7",0,0,0,0,1,0,0,0
"ENSMUSG00000037627.16",0,0,0,0,3,1.26407575426592,1,1
"ENSMUSG00000037628.10",366,348,384,310,676,344,296,365
"ENSMUSG00000037636.6",89.77817356999,105.610229616376,107.62564234186,97.9218023109059,185.551794146414,105.340536082916,63.5640751649013,98.4005725754604
"ENSMUSG00000037638.5",131,147,167,118,259,155,127,171
"ENSMUSG00000037640.15",568.646796119834,549.00294367077,634.72249402103,591.267560759242,969.963521913815,538.101144106308,419.662281188365,566.778464991238
"ENSMUSG00000037643.14",1344.76770453532,1046.99738628803,1381.14664295187,1119.41049280341,2791.77915630798,1541.3334606177,1154.25838291753,1700.4365047989
"ENSMUSG00000037646.10",2537.64663993801,2201,2801.90395655571,2289.2732775941,3858.66006612304,2215.87563708436,1675,2307.73459945596
"ENSMUSG00000037649.10",20.5954556179239,25.585749700607,26.2297920059406,16.1731151843156,45.5846504547246,19.0475192799416,6.04183172279475,10.0373181774948
"ENSMUSG00000037652.15",2148.50619799884,1913.28339204964,2329.44640189242,1914.83543310463,3517.78205474214,1934.00906239053,1417.45282876379,2029.44474089756
"ENSMUSG00000037653.7",0,0,0,1,0,0,0,0
"ENSMUSG00000037656.9",1305.41633742401,1018.37473317737,1307.51146866791,1090.78347584676,2068.89785120547,1238.20846844236,843,1218.72771028962
"ENSMUSG00000037660.5",1.00620022410068,0,2.0008468369337,1,1.01133784815723,0,0,0
"ENSMUSG00000037661.14",26,18,32,38,52,28,16,22
"ENSMUSG00000037664.13",124,106,151,120,229,137,92,136
"ENSMUSG00000037669.15",1354.24529713722,1171.05555332377,1397.74600368855,1209.35024610333,2183.40138809237,1226.51860907273,914.13645287225,1234.50203442816
"ENSMUSG00000037674.15",2561.12089538876,2152.13910361542,2696.35521528585,2229.1406688171,4090.75517563906,2393.45042641541,1800.88383342607,2492.89844672822
"ENSMUSG00000037679.9",10064,8625,10242,8498,15336,8747,6438,9107
"ENSMUSG00000037681.13",2,0,4,2,4,1,1,2
"ENSMUSG00000037683.14",0,0,0,0,0,0,0,0
"ENSMUSG00000037685.15",1450.98325718951,1152,1531.99614602478,1263,2163,1155,865,1204.9951514965
"ENSMUSG00000037686.6",24,26,14,15,21,6,6,15
"ENSMUSG00000037689.6",0,0,0,0,0,0,0,0
"ENSMUSG00000037692.14",577.22279459021,470.00144656878,603.396252333935,476.056028085378,1108.67601726351,600.838116959985,424.239804272365,670.866705282004
"ENSMUSG00000037697.19",385.49046849126,304,358,296.001513393727,493.812128824247,275.035750172158,190,278.002471379581
"ENSMUSG00000037703.14",536.815396898231,438.288676709281,541.438730560658,452.060348012633,893.670642775317,524.040132715191,373.27554930228,569.396902940366
"ENSMUSG00000037705.13",3,4,0,2,3,3,1,3
"ENSMUSG00000037706.17",11685.9978249985,10050,12192,10103,16629,9822.99571830239,6916,10255
"ENSMUSG00000037708.16",9,5,8,3,16,5,9,8
"ENSMUSG00000037709.13",27,22,19,15,4,7,3,6
"ENSMUSG00000037710.8",1350.73704840214,1098.9017445053,1288.91188433834,1199.93946493154,1709.87852023818,971.962413615959,751.965639261004,1141.9673068104
"ENSMUSG00000037712.16",5238.64349858572,4307.47028754448,5395.50261082041,4436.84657814527,6554.62651544224,3784.70318743026,2811.65245044144,4085.03415305723
"ENSMUSG00000037716.15",0,1,0,1,2,3,1,1
"ENSMUSG00000037720.16",2338,1974,2389,2017,3429,1910,1479,2062
"ENSMUSG00000037722.8",447.738111090849,332.494090424841,413.641360474494,322.214716409924,460.453064165685,266.718589625446,195.779721037275,282.938892529783
"ENSMUSG00000037725.8",3818.90364285181,3432.05248141016,3881.97923359118,3263.02783683742,7231.09344052897,4366.06643171833,3390.7596901503,4559.2106968865
"ENSMUSG00000037727.6",0,0,0,0,0,0,0,0
"ENSMUSG00000037730.13",937.136121200325,804,944.009975904955,835.039051593319,1378.32276056338,764.009656950972,552.004052512741,833.016217715623
"ENSMUSG00000037731.5",1,0,1,1,2,1,0,1
"ENSMUSG00000037736.18",15.3371017479462,6,10.9999986262288,7.51508512659277,16.6771593974461,6,4.30105946533405,8
"ENSMUSG00000037737.6",0,0,0,1,1,0,0,0
"ENSMUSG00000037738.11",0,3,2,1,3,0,1,1
"ENSMUSG00000037740.8",1181.6711293768,1121.32872948876,1296.51206191221,1129.3632711682,1740.12184921322,1130.04020157071,858.452092757185,1132.67715835418
"ENSMUSG00000037742.14",367527.170552073,321378.477094567,371390.231510816,312082.158366317,521380.474493722,313200.549578967,230756.98668459,333735.81846764
"ENSMUSG00000037747.9",1,1,1,4,3.22280549867734,2,0,3
"ENSMUSG00000037750.16",1409,1236,1493,1255,2096,1229,866,1199
"ENSMUSG00000037752.4",203.96560819602,189.327276128607,231.505589762875,163.315049209726,309.627271350503,194.987918077323,138.686039526803,199.35277913915
"ENSMUSG00000037754.13",2897.20496162252,2324.47196198057,2797.48131248637,2411.14425706322,3719.46131465441,2245.22793196407,1524.04291350909,2242.33850386841
"ENSMUSG00000037759.6",0,0,0,0,0,0,0,0
"ENSMUSG00000037761.16",530.039435622859,434.299755444024,543,512.025934514308,885.880407990785,493.171350052476,377,492.049784613039
"ENSMUSG00000037762.6",4,5,4,1,13,3,2,9
"ENSMUSG00000037771.11",0,0,0,0,0,0,0,0
"ENSMUSG00000037772.13",55.0060653313451,239.238070372791,168.715221097415,150.392623976722,245.719082151415,125.917029896416,70.4092754261687,136.533590065359
"ENSMUSG00000037773.14",970.007681118901,895.151932869939,1106.16236337954,869.272116878429,1498.20608420123,811.113399226072,553.370344534708,839.773337629115
"ENSMUSG00000037780.3",0,0,0,0,0,0,0,0
"ENSMUSG00000037784.14",61.1348823103884,48,67.223508303959,37.0177561580939,98.1998174109848,71.0309109751965,48.1527394906357,53.1446339266204
"ENSMUSG00000037787.14",456.396198267273,424.028075594108,499.726731807232,442.528268189965,663.09145552236,410.758139423636,247.595664409979,389.022386951309
"ENSMUSG00000037788.14",1797.01193896273,1502.01320292232,2056.01264986848,1648.02384541817,2880.04703875645,1745.00589665441,1165.00742531326,1695.00267612854
"ENSMUSG00000037790.3",0,0,0,0,0,0,0,0
"ENSMUSG00000037791.15",2288,1882,2454,2054,3885,2047,1527,2260
"ENSMUSG00000037795.14",1001.64490037882,825.947549339241,1008.44023254665,881.870657579678,1964.31083685405,1112.09367112024,756.813174713231,1128.70958324461
"ENSMUSG00000037797.14",0,1,1,0,1,0,1,0
"ENSMUSG00000037798.7",0,0,0,0,0,0,0,0
"ENSMUSG00000037801.13",1.01384578032463,2,3.00515557955883,2.00284692510626,9.66828255140896,1,3.4754855431343,3.11991898690639
"ENSMUSG00000037805.15",15487.8317551424,13537.9114097971,13587.846104449,12360.799275222,18447.408899743,10858.6285491867,7849.87489219141,11689.5179369691
